,企业代号,企业名称,进项价税合计,是否违约,信誉评级,合作单位总数,有效合作单位数,作废价税合计,作废合作单位总数,进项作废/有效比%,有效/作废合作单位数比%,进项月份时长,进项平均每月金额,进项负数发票次数,进项负数发票次数占比,销项金额,销项合作单位总数,销项有效合作单位数,销项作废价税合计,销项作废合作单位总数,销项作废/有效比%,销项有效/作废合作单位数比%,销项月份时长,销项平均每月金额,销项负数发票次数,销项负数发票次数占比,净利润,bussiness
187,E311,***律师事务所,2146017.87,否,C,346,345,75740.33,20,3.5293429310000004,5.780346821,26,82539.14885,22,0.875099443,10671429.46,131,125,75740.33,20,0.7097486829999999,15.26717557,25,426857.1784,18,4.379562044,8525411.59,3
188,E312,***家居用品有限公司,83614546.01,否,B,906,905,6199590.48,111,7.414488,12.25165563,36,2322626.278,31,0.699300699,12251621.22,190,189,6199590.48,111,50.60220495,58.42105263,36,340322.8117,15,2.252252252,-71362924.79,0
189,E313,***物流有限公司,8138200.39,否,B,63,63,224295.19,3,2.756078485,4.7619047619999995,37,219951.3619,5,1.5384615380000002,13222546.68,29,26,224295.19,3,1.696308551,10.34482759,37,357366.1265,8,2.867383513,5084346.29,7
190,E314,***房地产营销策划有限公司,3092942.85,否,C,233,233,10769.41,9,0.348192984,3.862660944,32,96654.46406,39,3.1527890060000003,7405442.54,5,5,10769.41,9,0.14542561,180.0,35,211584.0726,2,1.8181818180000002,4312499.69,3
191,E315,***轮胎有限公司,2443360.33,否,B,95,94,461094.35,7,18.87132014,7.368421053,36,67871.12027999999,4,1.063829787,11439913.57,140,140,461094.35,7,4.0305754689999995,5.0,36,317775.3769,3,0.19569471600000002,8996553.24,4
192,E316,个体经营E316 ,2817553.65,否,C,185,185,52214.8,9,1.8531963,4.864864865,35,80501.53286,3,0.39787798399999996,10820742.97,22,22,52214.8,9,0.482543575,40.90909091,34,318257.1462,13,3.2178217819999997,8003189.32,6
193,E317,***科技有限公司,1734789.89,否,C,107,107,179007.58,7,10.31868937,6.542056075,31,55960.96419,3,0.864553314,5715048.96,33,32,179007.58,7,3.1322142860000004,21.21212121,31,184356.4181,10,5.8479532160000005,3980259.07,1
194,E318,***商贸有限公司,1276891.56,否,B,25,25,9209.88,2,0.721273465,8.0,37,34510.5827,2,0.673400673,11136065.79,16,16,9209.88,2,0.082703175,12.5,37,300974.7511,2,0.5730659029999999,9859174.23,0
195,E319,个体经营E319 ,8395262.15,否,B,36,36,413781.43,4,4.928749366,11.11111111,29,289491.7983,1,0.568181818,13556534.74,174,174,413781.43,4,3.052265479,2.298850575,35,387329.564,6,0.868306802,5161272.59,6
196,E320,***建筑设计有限公司,6765048.12,否,B,77,77,121250.0,1,1.792300629,1.298701299,32,211407.7538,0,0.0,8499217.04,5,5,121250.0,1,1.426601997,20.0,15,566614.4693,0,0.0,1734168.92,5
197,E321,***生物流有限公司,5929272.51,否,A,15,15,261010.94,1,4.402073603,6.666666667,36,164702.0142,1,1.612903226,11319199.69,125,125,261010.94,1,2.305913379,0.8,36,314422.2136,6,1.6438356159999998,5389927.18,1
198,E322,***装饰工程设计有限公司,10250591.05,否,B,230,228,656848.21,16,6.407905717999999,6.956521738999999,29,353468.6569,12,1.3574660630000002,10070044.29,14,14,656848.21,16,6.522793655,114.2857143,29,347242.9066,43,5.168269231,-180546.76,5
199,E323,***建筑装饰工程有限公司,4315841.96,否,B,144,144,682325.29,21,15.80978396,14.58333333,25,172633.6784,4,0.854700855,5482348.52,14,14,682325.29,21,12.4458576,150.0,22,249197.66,0,0.0,1166506.56,5
200,E324,***汽贸有限公司,91927033.15,否,B,82,82,3706436.73,16,4.031933375,19.51219512,36,2553528.699,6,0.38240917799999996,13801263.37,41,41,3706436.73,16,26.85577857,39.02439024,36,383368.4269,6,1.769911504,-78125769.78,0
201,E325,***通讯器材有限公司,35538257.46,否,B,63,63,866989.1,12,2.439593728,19.04761905,36,987173.8183,12,2.3391812869999997,11491404.96,1498,1495,866989.1,12,7.5446745029999995,0.801068091,37,310578.5124,29,0.724818795,-24553509.5,2
202,E326,***包装材料有限公司,10208729.25,否,B,38,38,742301.0,5,7.271237995,13.15789474,33,309355.4318,0,0.0,11078618.6,36,36,742301.0,5,6.70030287,13.88888889,32,346206.8313,0,0.0,869889.35,4
203,E327,个体经营E327 ,12361512.57,否,B,61,61,944414.54,5,7.639959387,8.196721311000001,29,426259.0541,0,0.0,17995408.78,7,7,944414.54,5,5.248086062,71.42857143,35,514154.5366,1,0.398406375,5633896.21,6
204,E328,***科技有限公司,2600801.22,否,C,92,92,536556.95,8,20.63044826,8.695652174,29,89682.80069,5,1.118568233,8339064.06,43,43,536556.95,8,6.434258643,18.60465116,28,297823.7164,4,2.777777778,5738262.84,1
205,E329,***园艺有限责任公司,1327.0,否,C,4,4,0.0,0,0.0,0.0,25,53.08,0,0.0,11070606.1,14,14,0.0,0,0.0,0.0,29,381745.0379,0,0.0,11069279.1,8
206,E330,***酒店管理有限公司,2871321.34,否,B,233,232,201044.54,14,7.001812622,6.008583691,34,84450.62765,6,0.446428571,8297018.33,1418,1418,201044.54,14,2.423093839,0.987306065,37,224243.7386,34,0.43741155299999995,4712351.99,13
207,E331,***广告有限公司,1272092.22,否,C,77,77,72691.0,3,5.714286972000001,3.896103896,36,35335.895,1,0.71942446,6039945.03,13,12,72691.0,3,1.203504331,23.07692308,33,183028.6373,3,3.4090909089999997,4767852.81,3
208,E332,***商贸有限公司,18434357.43,否,C,207,206,720942.25,13,3.910861839,6.280193237000001,36,512065.4842,5,0.611995104,30588960.18,6,6,720942.25,13,2.356870733,216.66666669999998,26,1176498.4679999999,3,0.793650794,12154602.75,0
209,E333,***房地产营销策划有限公司,1426080.6,否,C,185,185,16131.0,5,1.131142237,2.702702703,34,41943.547060000004,5,0.592417062,7120404.6,5,5,16131.0,5,0.226546115,100.0,32,222512.6437,1,0.787401575,5694324.0,3
210,E334,***机械科技有限公司,6299718.03,否,C,25,25,21846.7,3,0.346788537,12.0,30,209990.60100000002,0,0.0,7529936.97,20,19,21846.7,3,0.290131247,15.0,29,259652.99899999998,6,3.243243243,1230218.94,4
211,E335,***挖掘机租赁经营部,3600455.01,否,B,58,58,456343.0,5,12.67459248,8.620689655,25,144018.2004,0,0.0,5453445.84,9,9,456343.0,5,8.367975284,55.55555556,24,227226.91,0,0.0,1852990.83,12
212,E336,***猕猴桃专业合作社,262138.0,否,C,4,4,0.0,0,0.0,0.0,24,10922.41667,0,0.0,2876876.5,19,19,0.0,0,0.0,0.0,28,102745.5893,0,0.0,2614738.5,8
213,E337,个体经营E337 ,318168.78,否,B,35,35,4499.0,3,1.414029371,8.571428571,35,9090.536570999999,0,0.0,11315825.15,99,99,4499.0,3,0.039758479,3.03030303,35,323309.29,7,1.032448378,10997656.37,6
214,E338,***商贸有限公司,602748.61,否,B,89,89,20300.0,1,3.367904905,1.123595506,31,19443.50355,2,0.7968127490000001,7358057.11,4,4,20300.0,1,0.275888046,25.0,36,204390.4753,0,0.0,6755308.5,0
215,E339,***居益卫浴家俬厂,3332779.6,否,C,32,32,0.0,0,0.0,0.0,22,151489.9818,0,0.0,3899767.09,36,36,0.0,0,0.0,0.0,21,185703.1948,4,2.3809523809999997,566987.49,4
216,E340,***物流有限公司,32170.0,否,B,4,4,4500.0,1,13.98818775,25.0,23,1398.6956519999999,0,0.0,6827724.23,45,44,4500.0,1,0.06590775900000001,2.222222222,35,195077.8351,11,8.02919708,6795554.23,7
217,E341,***纺织品有限公司,1645069.24,否,C,15,15,0.0,0,0.0,0.0,17,96768.77882,0,0.0,3378699.3,26,26,0.0,0,0.0,0.0,17,198747.0176,0,0.0,1733630.06,9
218,E342,***裕华机械厂,2570590.78,否,B,55,55,99363.84,9,3.865408714,16.36363636,37,69475.42649,1,0.408163265,4929621.64,22,22,99363.84,9,2.015648406,40.90909091,35,140846.3326,1,0.757575758,2359030.86,4
219,E343,***五金工具经营部,840.0,否,B,1,1,0.0,0,0.0,0.0,24,35.0,0,0.0,2551960.05,29,29,0.0,0,0.0,0.0,36,70887.77917000001,10,2.493765586,2551120.05,0
220,E344,***机械有限公司,1591937.89,否,B,50,50,23572.0,2,1.480711035,4.0,37,43025.34838,2,1.694915254,2301371.92,54,53,23572.0,2,1.024258608,3.7037037039999996,36,63926.99778,5,5.681818182000001,709434.03,4
221,E345,***科技有限公司,660828.14,否,B,105,105,4926.0,4,0.745428305,3.80952381,36,18356.337219999998,0,0.0,2248406.59,21,21,4926.0,4,0.219088488,19.04761905,36,62455.73861,0,0.0,1587578.45,1
222,E346,个体经营E346 ,2659993.92,否,B,92,92,60399.0,8,2.270644288,8.695652174,35,75999.82629,7,1.4373716630000002,2408534.78,106,106,60399.0,8,2.507707196,7.547169811,35,68815.27943,2,0.330578512,-251459.14,6
223,E347,***不锈钢材料有限公司,1122899.58,否,C,34,34,6028.0,2,0.536824495,5.882352941000001,35,32082.845139999998,0,0.0,2117098.2,38,38,6028.0,2,0.284729353,5.263157895,35,60488.52,0,0.0,994198.62,4
224,E348,***酒店管理有限公司,792315.41,否,D,33,33,22618.7,4,2.854759571,12.12121212,31,25558.56161,4,2.083333333,2260862.78,986,983,22618.7,4,1.000445502,0.405679513,33,68510.99333,32,0.7901234570000001,755202.37,13
225,E349,***营销策划广告有限公司,7446.05,否,C,7,7,0.0,0,0.0,0.0,28,265.9303571,0,0.0,3329073.81,2,2,0.0,0,0.0,0.0,22,151321.5368,0,0.0,3321627.76,3
226,E350,***演艺设备有限公司,442711.27,否,D,140,140,5266.43,5,1.1895857090000002,3.571428571,31,14281.00871,1,0.160513644,1472460.75,30,30,5266.43,5,0.357661826,16.66666667,33,44620.022730000004,1,1.9230769230000002,1029749.48,3
227,E351,***文化传播有限公司,308336.05,是,D,46,45,3138.0,1,1.017720763,2.173913043,28,11012.00179,1,1.0,1057514.98,14,14,3138.0,1,0.296733385,7.142857143,32,33047.34313,0,0.0,749178.93,10
228,E352,***居装饰工程有限公司,14736161.72,否,B,52,52,89465.2,4,0.6071133160000001,7.692307692000001,35,421033.19200000004,12,1.6326530609999999,2649962.15,40,40,89465.2,4,3.376093504,10.0,34,77940.06324,0,0.0,-12086199.57,5
229,E353,***税务师事务所有限公司,333444.78,否,B,104,104,41311.0,7,12.38915781,6.730769231,31,10756.28323,1,0.446428571,2734142.36,25,24,41311.0,7,1.510930835,28.0,31,88198.14065,4,5.882352941000001,2400697.58,3
230,E354,***广告有限公司,663680.0,否,B,11,11,17900.0,2,2.697082932,18.18181818,34,19520.0,0,0.0,2217049.23,62,62,17900.0,2,0.807379455,3.225806452,33,67183.31,7,2.389078498,1553369.23,3
231,E355,***地毯经营部,530560.0,否,D,2,2,530000.0,1,99.89445115,50.0,12,44213.33333,0,0.0,1194335.28,104,104,530000.0,1,44.37614871,0.961538462,25,47773.4112,0,0.0,663775.28,0
232,E356,***建材装饰部,16160.0,否,C,2,2,0.0,0,0.0,0.0,15,1077.333333,0,0.0,1507883.02,4,4,0.0,0,0.0,0.0,26,57995.500770000006,0,0.0,1491723.02,5
233,E357,***家居经营部,66515.2,否,D,5,5,0.0,0,0.0,0.0,29,2293.627586,1,10.0,1330097.04,15,15,0.0,0,0.0,0.0,31,42906.35613,0,0.0,1263581.84,0
234,E358,***五金经营部,560.0,否,C,1,1,0.0,0,0.0,0.0,11,50.90909091,0,0.0,1604256.98,23,23,0.0,0,0.0,0.0,28,57294.892139999996,34,13.12741313,1603696.98,0
235,E359,***厨房用品经营部,560.0,否,C,1,1,0.0,0,0.0,0.0,12,46.66666667,0,0.0,1190765.02,33,32,0.0,0,0.0,0.0,23,51772.39217,3,1.339285714,1190205.02,0
236,E360,***建筑劳务有限公司,840.0,否,C,1,1,0.0,0,0.0,0.0,4,210.0,0,0.0,2610374.92,2,2,0.0,0,0.0,0.0,21,124303.5676,0,0.0,2609534.92,3
237,E361,***勘察设计工程有限公司,3337627.6,否,C,12,12,116815.0,3,3.499941096,25.0,31,107665.4065,0,0.0,4901439.63,27,27,116815.0,3,2.383279379,11.11111111,31,158110.9558,0,0.0,1563812.03,1
238,E362,***建材有限公司,454098.8,否,B,61,61,53527.0,4,11.78752289,6.557377048999999,34,13355.84706,4,3.278688525,4207637.88,14,14,53527.0,4,1.272138942,28.57142857,36,116878.83,4,4.210526316,3753539.08,4
239,E363,***建筑工程设计有限公司,209465.44,是,D,38,38,6099.0,4,2.91169751,10.52631579,29,7222.946206999999,4,4.301075269,1072700.23,10,10,6099.0,4,0.568565181,40.0,26,41257.70115,0,0.0,863234.79,5
240,E364,***电子有限公司,474093.95,否,B,23,23,0.0,0,0.0,0.0,37,12813.35,5,3.571428571,2029007.68,56,56,0.0,0,0.0,0.0,36,56361.32444,6,1.948051948,1048256.73,2
241,E365,***信息技术有限公司,2073478.83,否,B,34,34,60738.73,3,2.9293151739999996,8.823529412000001,37,56039.96838,1,0.793650794,3453091.74,16,16,60738.73,3,1.7589665890000001,18.75,35,98659.76400000001,0,0.0,872955.91,2
242,E366,***房地产经纪有限公司,380061.31,否,C,6,6,0.0,0,0.0,0.0,26,14617.742690000001,0,0.0,1430221.0,5,5,0.0,0,0.0,0.0,34,42065.32353,0,0.0,1050159.69,3
243,E367,***电子商务有限公司,239857.65,否,B,15,15,30451.2,2,12.69553004,13.33333333,32,7495.551562999999,0,0.0,1996948.94,8,7,30451.2,2,1.52488626,25.0,32,62404.65437999999,10,5.050505051,1757091.29,12
244,E368,***通信科技有限责任公司,328134.16,是,D,38,38,241390.0,2,73.56442255,5.263157895,35,9375.261714,0,0.0,818690.09,4,4,241390.0,2,29.48490558,50.0,31,26409.35774,1,4.545454545,-16101.07,2
245,E369,***网络技术有限公司,739394.18,否,D,31,31,66265.0,7,8.962066756,22.58064516,36,20538.727219999997,0,0.0,1416940.03,19,19,66265.0,7,4.676626999,36.84210526,36,39359.44528,2,1.0,170888.85,2
246,E370,***设计服务部,840.0,否,B,2,2,257.0,1,30.5952381,50.0,14,60.0,0,0.0,2021150.33,89,88,257.0,1,0.012715531,1.123595506,28,72183.94036000001,9,1.914893617,2020310.33,3
247,E371,***自动化科技有限公司,204867.54,是,D,31,31,1215.0,1,0.593066134,3.225806452,30,6828.918000000001,0,0.0,1237223.2,9,9,1215.0,1,0.098203784,11.11111111,29,42662.868969999996,0,0.0,1032355.66,1
248,E372,***汽车维修有限责任公司,627323.7,否,B,54,54,20004.0,1,3.188784355,1.8518518519999998,37,16954.69459,0,0.0,2065282.13,143,137,20004.0,1,0.9685843740000001,0.699300699,36,57368.94806,21,3.917910448,1437958.43,3
249,E373,个体经营E373 ,22741199.41,否,B,105,105,630659.74,8,2.7732035089999996,7.619047619,35,649748.5546,2,0.230414747,1320702.46,18,18,630659.74,8,47.75184109,44.44444444,35,37734.356,0,0.0,-21420496.95,6
250,E374,***建材经营部,48560.0,否,C,2,2,0.0,0,0.0,0.0,13,3735.384615,0,0.0,1268347.17,47,47,0.0,0,0.0,0.0,23,55145.529129999995,0,0.0,1219787.17,4
251,E375,***电器经营部,560.0,否,C,1,1,0.0,0,0.0,0.0,11,50.90909091,0,0.0,985964.72,225,225,0.0,0,0.0,0.0,30,32865.49067,0,0.0,985404.72,4
252,E376,***建筑装饰设计有限责任公司,6560.0,是,D,2,2,0.0,0,0.0,0.0,18,364.44444439999995,0,0.0,566469.26,13,13,0.0,0,0.0,0.0,23,24629.09826,0,0.0,559909.26,3
253,E377,***文化传播有限公司,254772.0,是,D,29,29,2650.0,1,1.040145699,3.448275862,25,10190.88,0,0.0,779587.07,25,25,2650.0,1,0.33992354399999997,4.0,28,27842.395360000002,2,3.448275862,524815.07,10
254,E378,***商贸有限公司,1318410.81,否,D,60,60,28095.76,5,2.131032284,8.333333332999999,31,42529.38097,4,0.583941606,877931.62,72,70,28095.76,5,3.200221903,6.944444444,36,24386.98944,9,3.0201342280000003,-440479.19,0
255,E379,***药业有限公司,1428018.69,否,B,93,93,146893.74,10,10.28654184,10.75268817,37,38595.09973,3,0.81300813,2260264.93,49,49,146893.74,10,6.498961164,20.40816327,36,62785.13694,0,0.0,1123061.24,14
256,E380,***建材有限公司,560.0,否,C,2,2,0.0,0,0.0,0.0,17,32.94117647,0,0.0,1226591.11,6,6,0.0,0,0.0,0.0,36,34071.97528,16,9.638554217000001,66150932.56,4
257,E381,***通信网络工程有限公司,97393355.96,否,B,195,195,2588480.14,26,2.657758442,13.33333333,36,2705370.999,4,0.22650056600000001,1495993.29,14,14,2588480.14,26,173.0275234,185.71428569999998,36,41555.36917,17,21.25,-96404019.67,2
258,E382,***教育信息咨询有限公司***分公司,760.0,否,D,2,2,0.0,0,0.0,0.0,12,63.33333333,0,0.0,516453.4,77,77,0.0,0,0.0,0.0,25,20658.136000000002,0,0.0,6415078.44,1
259,E383,***通讯器材经营部,234550.0,否,D,7,7,0.0,0,0.0,0.0,28,8376.785714,0,0.0,812322.31,10,10,0.0,0,0.0,0.0,20,40616.1155,7,6.306306306000001,1123061.24,0
260,E384,个体经营E384 ,2918989.4,否,B,78,78,160381.4,8,5.494415292999999,10.25641026,35,83399.69714,3,1.271186441,2003973.71,4,4,160381.4,8,8.003168864,200.0,30,66799.12367,0,0.0,828871.59,6
261,E385,***装饰工程有限公司,14584.0,是,D,7,7,4600.0,2,31.54141525,28.57142857,31,470.4516129,0,0.0,471838.44,7,7,4600.0,2,0.974909971,28.57142857,19,24833.60211,1,8.333333332999999,-1775144.09,5
262,E386,个体经营E386 ,197247.36,否,C,113,113,830.0,2,0.42079143700000005,1.769911504,27,7305.457778,0,0.0,4145631.13,6,6,830.0,2,0.020021076999999998,33.33333333,26,159447.3512,4,7.407407407000001,3948383.77,6
263,E387,***农副产品经营部,1380.0,否,D,1,1,0.0,0,0.0,0.0,24,57.5,0,0.0,825146.78,8,8,0.0,0,0.0,0.0,28,29469.527860000002,0,0.0,823766.78,8
264,E388,***商贸有限公司,105457.8,否,D,56,56,138.0,1,0.13085803,1.785714286,26,4056.0692310000004,1,0.343642612,1031505.4,84,84,138.0,1,0.013378505,1.19047619,36,28652.92778,0,0.0,926047.6,0
265,E389,***清洁服务有限公司,2880.0,是,D,2,2,0.0,0,0.0,0.0,7,411.42857139999995,0,0.0,461618.42,2,2,0.0,0,0.0,0.0,16,28851.15125,0,0.0,458738.42,3
266,E390,***建筑工程有限公司,7278.8,是,D,14,14,0.0,0,0.0,0.0,27,269.5851852,0,0.0,794083.14,1,1,0.0,0,0.0,0.0,17,46710.772939999995,0,0.0,786804.34,5
267,E391,***五金店,890.0,否,D,2,2,0.0,0,0.0,0.0,24,37.08333333,0,0.0,1313751.0,102,102,0.0,0,0.0,0.0,37,35506.78378,3,0.943396226,1312861.0,0
268,E392,***科技有限公司,93949.76,否,D,31,31,0.0,0,0.0,0.0,28,3355.348571,0,0.0,1009536.89,164,163,0.0,0,0.0,0.0,34,29692.261469999998,2,0.881057269,915587.13,1
269,E393,***商贸有限责任公司,427228.24,否,D,6,6,26097.0,1,6.108444517000001,16.66666667,29,14732.008280000002,0,0.0,893770.03,164,164,26097.0,1,2.9198786180000003,0.609756098,35,25536.28657,10,1.838235294,466541.79,0
270,E394,***环保设计研究院（有限合伙）,770078.85,是,D,131,131,105766.0,11,13.73443771,8.396946565,36,21391.079169999997,4,0.750469043,1071989.32,11,11,105766.0,11,9.866329638,100.0,25,42879.5728,0,0.0,301910.47,1
271,E395,***网络科技有限公司,264456.02,否,C,37,37,14947.0,3,5.651979486,8.108108108,32,8264.250625,3,2.255639098,1900800.64,18,17,14947.0,3,0.78635285,16.66666667,30,63360.021329999996,3,3.191489362,1636344.62,1
272,E396,***文化传播有限公司,498716.18,是,D,96,96,288134.0,3,57.77514578,3.125,35,14249.03371,0,0.0,618130.35,14,14,288134.0,3,46.61379271,21.42857143,31,19939.68871,3,4.615384615,119414.17,10
273,E397,***大闸蟹经营部,442640.0,是,D,4,4,0.0,0,0.0,0.0,27,16394.07407,0,0.0,650214.96,66,66,0.0,0,0.0,0.0,28,23221.96286,0,0.0,-505770.04,13
274,E398,***医疗管理咨询有限公司,80810.79,是,D,20,20,976.0,1,1.2077595079999999,5.0,30,2693.6929999999998,0,0.0,618867.38,24,24,976.0,1,0.157707456,4.166666667,32,19339.60562,0,0.0,828871.59,14
275,E399,***装饰工程有限公司,20171.2,是,C,13,13,0.0,0,0.0,0.0,24,840.4666667000001,0,0.0,442160.01,9,9,0.0,0,0.0,0.0,24,18423.33375,0,0.0,66150932.56,5
276,E400,***办公用品经营部,71643.65,否,C,4,4,0.0,0,0.0,0.0,33,2171.0196969999997,0,0.0,815647.97,21,21,0.0,0,0.0,0.0,35,23304.22771,0,0.0,2990422.05,0
277,E401,***遮阳技术发展中心,187070.85,是,C,10,10,0.0,0,0.0,0.0,28,6681.101786,0,0.0,314030.71,14,14,0.0,0,0.0,0.0,29,10828.64517,0,0.0,6415078.44,4
278,E402,***商贸有限公司,482208.0,否,D,5,5,0.0,0,0.0,0.0,33,14612.363640000001,0,0.0,470389.58,4,4,0.0,0,0.0,0.0,25,18815.5832,2,9.090909091,1123061.24,0
279,E403,***机械有限公司,100051.52,否,D,53,53,1086.0,2,1.085440781,3.7735849060000004,33,3031.864242,0,0.0,1197548.35,10,10,1086.0,2,0.09068527400000001,20.0,37,32366.171619999997,0,0.0,828871.59,4
280,E404,个体经营E404 ,936985.0,是,D,12,12,40500.0,1,4.3223744239999995,8.333333332999999,34,27558.38235,0,0.0,830292.22,4,4,40500.0,1,4.877800734,25.0,34,24420.35941,0,0.0,-1775144.09,6
281,E405,***职业技能服务有限公司,91339.12,是,D,5,5,10000.0,1,10.94821146,20.0,20,4566.956,0,0.0,591433.0,12,12,10000.0,1,1.690808595,8.333333332999999,28,21122.60714,0,0.0,500093.88,3
282,E406,***招投标代理有限公司,198023.79,是,D,34,34,0.0,0,0.0,0.0,25,7920.9516,0,0.0,831766.44,5,4,0.0,0,0.0,0.0,30,27725.548,1,4.166666667,633742.65,3
283,E407,***装饰工程有限公司,411244.18,否,C,53,53,1398.0,1,0.33994402100000004,1.8867924530000002,30,13708.139330000002,2,1.351351351,1848944.65,5,5,1398.0,1,0.0756107,20.0,26,71113.25577,2,6.451612902999999,1437700.47,3
284,E408,***空调制冷有限责任公司,67774.14,是,D,11,11,9999.96,1,14.75483127,9.090909091,30,2259.138,0,0.0,522142.94,10,10,9999.96,1,1.915176714,10.0,33,15822.513330000002,0,0.0,454368.8,4
285,E409,***塑胶有限公司,49699.0,是,D,5,5,0.0,0,0.0,0.0,24,2070.791667,0,0.0,216430.45,37,37,0.0,0,0.0,0.0,27,8015.942593000001,0,0.0,166731.45,4
286,E410,***网络科技有限公司,18876.17,是,D,10,10,0.0,0,0.0,0.0,28,674.1489286,4,3.80952381,406965.83,41,40,0.0,0,0.0,0.0,31,13127.93,1,1.5384615380000002,-118567.34,2
287,E411,***机电设备有限公司,251701.03,是,D,33,33,0.0,0,0.0,0.0,31,8119.388065000001,0,0.0,260305.24,28,26,0.0,0,0.0,0.0,34,7656.036470999999,4,5.970149254,8604.21,4
288,E412,***汽车贸易有限公司,69880.36,是,D,19,19,12000.0,3,17.1722069,15.78947368,34,2055.304706,0,0.0,320552.78,82,82,12000.0,3,3.74353328,3.658536585,35,9158.650856999999,0,0.0,250672.42,0
289,E413,***石材工艺品有限公司,27243.9,是,D,9,9,0.0,0,0.0,0.0,19,1433.889474,0,0.0,286978.87,7,7,0.0,0,0.0,0.0,31,9257.382903,0,0.0,259734.97,4
290,E414,***物流有限责任公司***分公司,10282.33,是,D,4,4,0.0,0,0.0,0.0,26,395.47423080000004,0,0.0,377087.37,6,6,0.0,0,0.0,0.0,13,29006.72077,0,0.0,366805.04,7
291,E415,***广告设计服务部,18000.0,否,D,1,1,0.0,0,0.0,0.0,6,3000.0,0,0.0,85328.75,185,185,0.0,0,0.0,0.0,22,3878.5795450000005,7,3.365384615,67328.75,3
292,E416,***科技有限公司,111757.72,是,D,5,5,72836.02,1,65.17314419,20.0,30,3725.257333,0,0.0,209414.41,5,5,72836.02,1,34.78080615,20.0,32,6544.200312,0,0.0,97656.69,1
293,E417,***园林景观工程有限公司,173818.46,是,D,23,23,128.0,1,0.07364005,4.347826087,33,5267.226061,0,0.0,161669.92,2,2,128.0,1,0.079173664,50.0,16,10104.37,0,0.0,-12148.54,8
294,E418,***营销策划有限公司,48995.44,是,D,31,31,0.0,0,0.0,0.0,30,1633.181333,0,0.0,425830.54,12,12,0.0,0,0.0,0.0,23,18514.3713,0,0.0,376835.1,10
295,E419,***科技有限公司,11909599.52,否,D,193,193,125378.72,18,1.0527534509999998,9.32642487,37,321881.0681,13,1.017214397,52075.47,2,2,125378.72,18,240.76349190000002,900.0,18,2893.0816670000004,0,0.0,-11857524.05,1
296,E420,***康药房,2137589.36,是,D,20,20,11460.0,2,0.536117938,10.0,32,66799.6675,0,0.0,71630.27,72,72,11460.0,2,15.99882284,2.777777778,32,2238.445938,0,0.0,-1775144.09,14
297,E421,***保温材料有限公司,32170.0,否,C,5,5,0.0,0,0.0,0.0,27,1191.481481,0,0.0,245700.76,5,5,0.0,0,0.0,0.0,30,8190.025333,0,0.0,66150932.56,4
298,E422,***童装店,960.0,是,D,2,2,0.0,0,0.0,0.0,13,73.84615385,0,0.0,27018.31,20,20,0.0,0,0.0,0.0,19,1422.016316,0,0.0,2990422.05,0
299,E423,***通风设备有限公司,69051.7,是,C,8,8,0.0,0,0.0,0.0,22,3138.713636,1,4.7619047619999995,72786.4,3,3,0.0,0,0.0,0.0,31,2347.948387,0,0.0,6415078.44,4
300,E424,***贸易有限公司,271999.39,是,D,13,13,0.0,0,0.0,0.0,21,12952.3519,0,0.0,76896.42,21,21,0.0,0,0.0,0.0,25,3075.8568,2,5.405405405,1123061.24,0
301,E425,***商贸有限公司,62081.4,是,D,27,27,2678.84,2,4.315044442,7.407407407000001,23,2699.191304,3,2.586206897,85126.21,2,2,2678.84,2,3.146903874,100.0,15,5675.080667,0,0.0,828871.59,0
