职位名称,公司全称,公司人数,发布时间,工作城市,薪资待遇,工作经验,学历要求,职位优势
大数据开发工程师,北京必示科技有限公司,150-500人,2021-01-06 10:47:35,北京,20k-40k,不限,本科,人工智能，大数据，五险一金，奖金，福利
大数据平台开发工程师(J20317),北京颐顺太和软件科技有限公司,2000人以上,2021-01-06 17:20:53,北京,25k-33k,5-10年,本科,核心业务、战略部门、发展空间大
大数据开发工程师,中信银行股份有限公司信用卡中心,2000人以上,2021-01-06 10:48:22,深圳,20k-40k,5-10年,本科,福利待遇优厚，有长远的升职前景
大数据开发工程师(J20316),北京颐顺太和软件科技有限公司,2000人以上,2021-01-06 17:12:44,北京,25k-33k,5-10年,本科,核心业务、战略部门、发展空间大
大数据开发工程师,浙江海高控股集团有限公司,500-2000人,2021-01-06 15:36:18,杭州,15k-25k,3-5年,本科,五险一金、双休、自由度高、项目奖金
大数据开发工程师,建信金融科技有限责任公司,2000人以上,2021-01-06 11:24:27,北京,30k-60k,5-10年,本科,五险两金，带薪休假，公司食堂，出游团建
大数据开发工程师,建信金融科技有限责任公司,2000人以上,2021-01-06 11:24:27,北京,30k-60k,5-10年,本科,五险两金，带薪休假，公司食堂，出游团建
大数据开发工程师,北京大生在线科技有限公司,2000人以上,2021-01-06 11:07:40,深圳,20k-30k,3-5年,本科,上市公司 团队氛围好 学习机会多
大数据开发工程师,上海找钢网信息科技股份有限公司,500-2000人,2021-01-06 11:16:55,上海,20k-35k,3-5年,本科,技术氛围浓 成长快 免费午餐 交通便利
大数据开发工程师,上海序言泽网络科技有限公司,500-2000人,2021-01-06 10:26:19,上海,15k-25k,3-5年,本科,牛人团队
大数据开发工程师,深圳市港诵咨询有限公司,15-50人,2021-01-06 09:59:31,深圳,15k-30k,3-5年,本科,弹性办公，线上办公
大数据开发工程师,深圳市赢时胜信息技术股份有限公司,500-2000人,2021-01-06 10:17:45,北京,15k-22k,1-3年,本科,发展平台大，有较大的晋升空间
大数据开发工程师,北京微聚未来科技有限公司,500-2000人,2021-01-06 09:47:08,北京,30k-60k,5-10年,本科,"牛人团队,带薪年假,16薪考核,快速成长"
大数据开发工程师,小花网络科技（深圳）有限公司,150-500人,2021-01-06 10:19:36,深圳,20k-35k,不限,本科,公司前景可观；团队专业且拼搏上进；加班少
大数据开发工程师,上海海典软件股份有限公司,150-500人,2021-01-06 10:15:41,长沙,13k-20k,3-5年,本科,行业领先，医药电商，大牛团队，重点战略
大数据开发工程师,广东粤云工业互联网创新科技有限公司,150-500人,2021-01-06 10:33:32,佛山,15k-25k,5-10年,大专,六险一金、免费班车、餐补、美的电器员工价
大数据开发工程师,世纪怡嘉软件科技有限公司,150-500人,2021-01-06 11:09:38,上海,10k-15k,1-3年,本科,周末双休，年终奖，五险一金，加班补贴
大数据开发工程师,北京联合众为科技发展有限公司,150-500人,2021-01-06 10:18:31,北京,15k-25k,1-3年,硕士,国企大平台
大数据开发工程师,杭州海康威视数字技术股份有限公司,2000人以上,2021-01-06 11:02:40,武汉,15k-30k,3-5年,本科,"五险一金,补充公积金,话费补贴,餐费补贴"
大数据开发工程师,杉数科技（北京）有限公司,50-150人,2021-01-06 10:00:40,北京,15k-25k,3-5年,本科,精英优质团队 超大成长空间 行业前景
大数据开发工程师,上海依图信息技术有限公司,150-500人,2021-01-06 10:34:21,杭州,20k-35k,3-5年,本科,职业发展，核心部门
大数据开发工程师,广东联通通信建设有限公司,150-500人,2021-01-06 09:54:51,广州,15k-20k,3-5年,本科,五险一金，过节礼品，生日津贴，国企平台
大数据后台开发工程师,厦门深度赋智科技有限公司,15-50人,2021-01-06 15:47:02,深圳,25k-50k,1-3年,本科,大牛云集、高速发展、弹性工作
大数据开发工程师,北京鲸榄网络科技有限公司,15-50人,2021-01-06 09:59:08,北京,16k-30k,5-10年,本科,超长假期 出国游 福利补助
大数据开发工程师,浙江时空道宇科技有限公司上海分公司,150-500人,2021-01-06 10:01:18,上海,25k-35k,3-5年,本科,大牛带队 初创团队 发展前景 500强研发中心
大数据开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 09:36:56,深圳,20k-40k,5-10年,本科,大平台
大数据开发工程师,北京智齿博创科技有限公司,150-500人,2021-01-06 09:46:55,北京,15k-25k,3-5年,本科,互联网公司 全额社保 全额公积金 双休
大数据开发工程师,上海驰骛信息科技有限公司,50-150人,2021-01-06 10:39:10,上海,16k-30k,5-10年,本科,不打卡 年假多 员工餐 氛围好 近地铁
大数据开发,广东融合通信股份有限公司,150-500人,2021-01-06 16:14:17,珠海,18k-26k,1-3年,本科,"五险一金,弹性工作,周末双休,各项补贴"
大数据开发工程师,上海乐言信息科技有限公司,500-2000人,2021-01-06 09:54:13,上海,20k-35k,3-5年,不限,业界**团队 早期期权
大数据开发工程师,北京国双科技有限公司,500-2000人,2021-01-06 09:38:01,成都,12k-18k,3-5年,本科,大数据人工智能企业、绩效奖金
大数据开发工程师,北京寄云鼎城科技有限公司,50-150人,2021-01-06 09:28:07,北京,20k-40k,5-10年,本科,扁平管理、五险一金、带薪年假、股票期权
大数据开发工程师,上海舟恩信息技术有限公司,150-500人,2021-01-06 09:31:06,上海,18k-25k,3-5年,大专,大平台
大数据开发工程师,西安格蒂电力有限公司,500-2000人,2021-01-06 09:13:51,南昌,10k-20k,3-5年,本科,发展前景
大数据开发工程师,河南汉威智慧安全科技有限公司,150-500人,2021-01-06 10:00:41,郑州,9k-15k,3-5年,本科,升职空间、学习提升、技术大牛
大数据开发工程师,德勤企业咨询（上海）有限公司,2000人以上,2021-01-06 09:37:51,重庆,10k-18k,3-5年,本科,知名外企、大平台、发展潜力大
软件开发 大数据方向,北京京东世纪贸易有限公司,2000人以上,2021-01-06 15:00:32,北京,30k-60k,3-5年,本科,免费班车，周末双休
大数据开发工程师,北京金鸿睿信息科技有限公司,50-150人,2021-01-06 09:13:44,北京,13k-20k,1-3年,本科,发展空间大，足够的提升空间
大数据开发工程师,广州滴普科技有限公司,500-2000人,2021-01-06 08:39:45,广州,18k-25k,3-5年,本科,双休 年终奖
大数据开发,深圳市法本信息技术股份有限公司,2000人以上,2021-01-06 21:12:00,广州,12k-15k,1-3年,本科,年底多薪 六险一金 不定时下午茶
大数据开发工程师,广州知了科技有限公司,15-50人,2021-01-06 09:10:51,广州,16k-25k,3-5年,本科,五险一金，下午茶，免费住宿，带薪年假
高级大数据开发,秒针信息技术有限公司,2000人以上,2021-01-06 21:11:02,北京,25k-40k,5-10年,本科,六险一金，补助，团建，双休
大数据开发工程师,四川久远银海软件股份有限公司,2000人以上,2021-01-06 08:44:51,成都,7k-12k,1-3年,本科,五险一金，年终奖，生日福利等，发展空间大
资深大数据开发工程师,上海多维度网络科技股份有限公司,150-500人,2021-01-06 20:53:42,上海,20k-30k,3-5年,本科,领导nice，办公环境好，团队氛围好
大数据开发工程师-SH,北京深演智能科技股份有限公司,150-500人,2021-01-06 20:55:39,上海,15k-30k,1-3年,本科,六险一金、团队氛围
大数据开发工程师,北京拉勾网络技术有限公司,500-2000人,2020-12-18 11:27:56,北京,35k-40k,5-10年,本科,"发展空间大,弹性工作制,领导Nice"
大数据开发工程师,北京拉勾网络技术有限公司,500-2000人,2020-10-19 21:49:35,北京,20k-40k,5-10年,不限,"发展空间大,弹性工作制,领导Nice"
到店技术-大数据系统开发工程师-到综,北京三快在线科技有限公司,2000人以上,2021-01-06 19:57:32,上海,25k-45k,3-5年,本科,大平台，强技术
JAVA开发工程师---联通产互天玑云项目（工业大数据平台）,广州市易杰数码科技有限公司,150-500人,2021-01-06 19:45:52,广州,8k-12k,1-3年,大专,工业化大数据平台
前端开发工程师---联通产互天玑云项目（工业大数据平台）,广州市易杰数码科技有限公司,150-500人,2021-01-06 19:45:52,广州,8k-12k,1-3年,大专,工业化大数据平台
大数据开发工程师,北京京东尚科信息技术有限公司,2000人以上,2021-01-06 11:24:13,北京,26k-52k,3-5年,本科,注重人才培养，地点朝阳。智慧运营方向。
大数据开发工程师,广州市蜗牛互动科技有限公司,50-150人,2021-01-06 10:53:03,广州,12k-20k,1-3年,本科,13薪、团建旅游、下午茶
大数据开发工程师（驻场某证券公司）,深圳市博胜丰科技有限公司,50-150人,2021-01-06 19:40:44,深圳,10k-15k,1-3年,本科,良好的办公环境，稳定的发展空间
大数据开发工程师（驻场某基金公司）,深圳市博胜丰科技有限公司,50-150人,2021-01-06 19:40:44,深圳,15k-22k,3-5年,本科,有机会进甲方
大数据开发工程师-西安,上海赛连信息科技有限公司,150-500人,2021-01-06 19:30:44,西安,10k-20k,3-5年,本科,五险一金；弹性工作；定期体检；节日福利
大数据开发工程师（数据服务方向）,上海倾听信息技术有限公司,150-500人,2021-01-06 19:32:53,北京,20k-40k,不限,不限,双休，带薪年假，发展空间大
大数据开发工程师-成都,上海赛连信息科技有限公司,150-500人,2021-01-06 19:30:45,成都,12k-24k,3-5年,本科,五险一金、定期体检、节日福利、年终奖金
大数据开发工程师,安克创新科技股份有限公司,500-2000人,2021-01-06 10:14:30,长沙,7k-10k,在校/应届,本科,薪酬福利、晋升空间、团队氛围、公司发展平台
大数据后台开发工程师（算法方向）,北京钛氪新媒体科技有限公司,50-150人,2021-01-06 19:27:17,北京,15k-30k,1-3年,本科,新媒体，大数据，团队氛围良好，技术大牛
高级大数据开发工程师,北京乐我无限科技有限责任公司,500-2000人,2021-01-06 19:26:31,北京,25k-45k,3-5年,本科,大牛团队 六险一金
高级大数据开发工程师（基础架构）,秒针信息技术有限公司,2000人以上,2021-01-06 19:02:05,北京,20k-35k,5-10年,本科,"大牛多,学习型组织"
Java开发工程师（风控方向/大数据方向）,北京聚和天成科技有限公司,50-150人,2021-01-06 18:51:23,北京,20k-40k,5-10年,本科,"五险一金,氛围好,领导好"
资深大数据开发工程师,北京音娱时光科技有限公司,50-150人,2021-01-06 18:58:05,北京,30k-50k,5-10年,本科,双榜****；工程师文化；自由开放
大数据开发,上海海万信息科技股份有限公司,500-2000人,2021-01-06 18:54:40,深圳,12k-20k,3-5年,本科,大厂 技术培训 交通便利 双休
大数据开发,北京达佳互联信息技术有限公司,2000人以上,2021-01-06 18:36:45,北京,20k-40k,3-5年,本科,"大牛团队,自助餐,弹性时间"
流媒体大数据开发工程师,北京达佳互联信息技术有限公司,2000人以上,2021-01-06 18:36:46,北京,20k-40k,3-5年,本科,待遇好，前景广阔，团队nice
4731C5-大数据开发工程师,西安睿辰文化传播有限责任公司,50-150人,2021-01-06 11:51:56,西安,12k-17k,3-5年,本科,"五险一金,带薪年假,节日福利"
Java开发工程师-大数据应用开发方向,建信金融科技有限责任公司,2000人以上,2021-01-06 18:43:58,广州,20k-40k,1-3年,本科,六险二金、餐补、定期体检
大数据开发岗-数字住建,建信金融科技有限责任公司,2000人以上,2021-01-06 18:43:56,广州,20k-40k,1-3年,本科,六险二金、餐补、定期体检
大数据开发工程师,中粮海优（北京）有限公司,2000人以上,2021-01-06 09:43:54,深圳,15k-30k,3-5年,本科,过节费 优厚的福利待遇
大数据开发工程师,北京国双科技有限公司,500-2000人,2021-01-06 09:38:00,北京,10k-15k,在校/应届,本科,大数据人工智能企业、发展前景可观
大数据开发工程师 (MJ000170),广州云徙科技有限公司,500-2000人,2021-01-06 18:21:41,广州,15k-25k,3-5年,本科,带薪年假 五险一金 扁平化管理
高级大数据开发工程师,慧科讯业（北京）网络科技有限公司,500-2000人,2021-01-06 18:21:11,深圳,26k-35k,5-10年,本科,全球最大的中文媒体信息集成与资讯服务商
大数据开发经理,慧科讯业（北京）网络科技有限公司,500-2000人,2021-01-06 18:21:10,深圳,35k-50k,10年以上,本科,全球最大的中文媒体信息集成与资讯服务商
大数据开发工程师 (MJ000072),广州云徙科技有限公司,500-2000人,2021-01-06 18:21:41,广州,20k-30k,5-10年,本科,技术大牛众多 薪资福利丰厚
Java开发工程师（大数据方向）,拼途（北京）信息技术有限公司,150-500人,2021-01-06 18:21:58,北京,13k-25k,1-3年,本科,氛围好 成长大 福利健全 管午饭
大数据开发工程师 (MJ000796),食亨（上海）科技服务有限公司,500-2000人,2021-01-06 18:19:37,上海,15k-30k,3-5年,本科,技术氛围 绩效奖金 小独角兽公司
大数据资深/高级开发工程师,拼途（北京）信息技术有限公司,150-500人,2021-01-06 18:21:56,北京,18k-28k,3-5年,本科,平台大 福利好
大数据开发工程师9609,OPPO广东移动通信有限公司,2000人以上,2021-01-06 18:15:36,深圳,20k-40k,3-5年,本科,大平台、带薪年假、班车接送、发展空间大
大数据开发工程师,北京字节跳动科技有限公司,2000人以上,2021-01-06 03:52:38,北京,25k-50k,不限,本科,"下午茶,健身瑜伽,六险一金,五险一金"
大数据开发,杭州菱歌数字科技有限公司,15-50人,2021-01-06 18:13:56,北京,10k-12k,1-3年,不限,"前沿技术,弹性时间,欢乐氛围,职业发展"
大数据开发,杭州菱歌数字科技有限公司,15-50人,2021-01-06 18:13:56,北京,10k-12k,1-3年,不限,"前沿技术,弹性时间,欢乐氛围,职业发展"
大数据开发工程师 (MJ000724),北京轻松筹网络科技有限公司,500-2000人,2021-01-06 18:05:08,北京,20k-40k,3-5年,本科,六险一金/季度奖/带薪年假/年终奖
高级大数据开发工程师,北京汉迪移动互联网科技股份有限公司,150-500人,2021-01-06 18:02:04,北京,30k-60k,5-10年,本科,豪华团队/成长空间/办公福利
大数据开发工程师,北京字节跳动科技有限公司,2000人以上,2021-01-06 03:58:34,杭州,30k-60k,3-5年,本科,"下午茶,健身瑜伽,六险一金,股票期权"
大数据平台开发工程师,深圳白骑士科技有限公司,50-150人,2021-01-06 18:00:21,深圳,15k-30k,1-3年,本科,发展前景，成长空间，行业大牛，培训机制
资深大数据开发工程师,北京全量全速科技有限公司,50-150人,2021-01-06 10:05:24,北京,28k-40k,5-10年,本科,期权激励
大数据开发,深圳市博悦科创科技有限公司,500-2000人,2021-01-06 17:51:10,深圳,12k-17k,1-3年,本科,双休五险一金年终奖定期体检年度旅游下午茶
资深大数据开发工程师,深圳万顺叫车云信息技术有限公司北京信息技术分公司,2000人以上,2021-01-06 17:45:27,北京,25k-45k,5-10年,本科,福利待遇：入职缴纳五险一金，生日、节日福利
大数据开发,广州探迹科技有限公司,500-2000人,2021-01-06 17:25:10,广州,20k-35k,5-10年,本科,大数据AI 五险一金 期权激励 扁平管理
实时大数据开发,秒针信息技术有限公司,2000人以上,2021-01-06 17:38:46,北京,20k-25k,3-5年,本科,六险一金 年终奖金 年度体检 超长假期
技术开发工程师（面向大数据、AI等前沿领域）,前锦网络信息技术（上海）有限公司北京分公司,500-2000人,2021-01-06 17:29:35,北京,20k-40k,5-10年,本科,稳定，大平台
高级大数据开发工程师,海致网络技术（北京）有限公司,150-500人,2021-01-06 17:22:14,深圳,35k-40k,5-10年,本科,福利待遇好、发展空间大
BI大数据开发助理,上海美特斯邦威服饰股份有限公司,2000人以上,2021-01-06 17:51:01,上海,8k-12k,1-3年,本科,五险一金，商业保险，加班补贴，免费班车
大数据开发,深圳市睿服科技有限公司,2000人以上,2021-01-06 17:07:27,深圳,15k-20k,1-3年,本科,大型团队、完善的薪酬体系
大数据开发工程师,青岛乾璟昶盛信息服务有限公司,50-150人,2021-01-06 08:26:06,青岛,6k-10k,在校/应届,大专,公司重点项目
大数据开发工程师 （数据平台产品）-BJ,北京深演智能科技股份有限公司,150-500人,2021-01-06 20:55:40,北京,18k-35k,3-5年,本科,扁平化管理;技术氛围好
大数据开发,无锡雪浪数制科技有限公司,150-500人,2021-01-06 17:08:49,无锡,16k-25k,5-10年,本科,人工智能独角兽 13薪 15天带薪年假 定期体检
大数据开发,赢火虫信息科技（上海）有限公司,150-500人,2021-01-06 17:10:41,上海,18k-30k,3-5年,本科,一个岗位成就一番事业
大数据开发工程师（研发中心）,四川久远银海软件股份有限公司,2000人以上,2021-01-06 17:04:12,成都,10k-15k,3-5年,本科,五险一金，年终奖，生日福利
大数据应用平台开发工程师,北京世纪好未来教育科技有限公司,2000人以上,2021-01-06 16:53:56,北京,20k-35k,5-10年,本科,公司环境佳 领导nice 大牛团队
大数据开发,北京魔力耳朵科技有限公司,500-2000人,2021-01-06 16:34:47,北京,15k-28k,3-5年,本科,五险一金，周末双休
中级大数据开发,浙江数新网络有限公司,50-150人,2021-01-06 16:56:05,杭州,11k-20k,1-3年,本科,五险一金补充医疗保险定期体检年终奖
大数据开发,浙江数新网络有限公司,50-150人,2021-01-06 16:56:04,杭州,15k-30k,3-5年,本科,五险一金补充医疗保险定期体检年终奖
大数据开发,宁波小遛共享信息科技有限公司,2000人以上,2021-01-06 16:50:02,杭州,15k-20k,1-3年,本科,"薪资待遇高,工作氛围好"
java应用开发（大数据）,宁波小遛共享信息科技有限公司,2000人以上,2021-01-06 16:50:02,杭州,15k-20k,1-3年,本科,"薪资待遇高,工作氛围好"
APM大数据开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 16:20:29,上海,25k-50k,3-5年,本科,福利待遇/年终奖/职业发展
高级大数据开发工程师,大启科技（上海）有限公司,15-50人,2021-01-06 16:19:25,上海,20k-40k,5-10年,本科,加班少 福利好 氛围好
Java/Scala高级开发工程师（大数据方向）,易玩（上海）网络科技有限公司,50-150人,2021-01-06 16:15:25,上海,21k-40k,3-5年,本科,福利好/待遇优/发展好
大数据开发工程师（Java+Spark）,奥解思信息科技（上海）有限公司,500-2000人,2021-01-06 16:31:56,上海,15k-20k,3-5年,本科,美资投行，世界百强
高级大数据开发工程师,中华联合财产保险股份有限公司,2000人以上,2021-01-06 16:22:38,杭州,20k-35k,3-5年,本科,六险一金，完善的福利体系
大数据开发工程师（Java+Spark）,奥解思信息科技（上海）有限公司,500-2000人,2021-01-06 16:31:56,上海,15k-20k,3-5年,本科,美资投行，世界百强
高级大数据开发工程师,中华联合财产保险股份有限公司,2000人以上,2021-01-06 16:22:38,杭州,20k-35k,3-5年,本科,六险一金，完善的福利体系
大数据开发工程师-数据仓库方向,深圳小鹅网络技术有限公司,500-2000人,2021-01-06 16:35:33,深圳,20k-30k,5-10年,本科,团队氛围好，发展前景好
大数据开发工程师（Python/shell）,广州雳德信息科技有限公司,50-150人,2021-01-06 16:36:16,广州,15k-22k,5-10年,本科,大型项目央企上班周末双休中台
Soul App-大数据开发,上海任意门科技有限公司,500-2000人,2021-01-06 16:01:16,北京,30k-45k,1-3年,本科,技术大牛
大数据ETL开发工程师,北京嘀嘀无限科技发展有限公司,2000人以上,2021-01-06 16:15:16,北京,20k-40k,1-3年,本科,参与核心项目
大数据应用开发工程师,深圳市赢时胜信息技术股份有限公司,500-2000人,2021-01-06 15:31:35,上海,12k-20k,3-5年,本科,技术新，团队融洽
大数据开发（数据仓库方向）,上海尚诚消费金融股份有限公司,150-500人,2021-01-06 16:11:51,上海,15k-25k,3-5年,本科,福利好、发展前景广阔
大数据开发（JAVA开发工程师方向）,上海尚诚消费金融股份有限公司,150-500人,2021-01-06 16:11:51,上海,15k-25k,3-5年,本科,福利好、发展前景广阔
高级大数据应用开发,联洋国融（北京）科技有限公司,50-150人,2021-01-06 15:56:04,北京,15k-20k,不限,本科,海量数据、每天上百亿条数据、数据量50T
大数据数仓开发,武汉朗蕴科技有限公司,50-150人,2021-01-06 15:55:21,武汉,10k-16k,1-3年,大专,周末双休，五险一金，定期体检，团队旅游
大数据开发leader,上海格罗夫信息科技有限公司,500-2000人,2021-01-06 15:45:45,上海,35k-50k,5-10年,本科,午晚餐
大数据运维开发工程师,爱笔（北京）智能科技有限公司,150-500人,2021-01-06 15:34:04,北京,15k-30k,3-5年,大专,准独角兽
大数据开发工程师(J11850),秒针信息技术有限公司,2000人以上,2021-01-06 15:26:07,西安,10k-15k,1-3年,本科,发展前景好，公司福利好
高级大数据开发工程师,安克创新科技股份有限公司,500-2000人,2021-01-06 10:14:30,深圳,20k-35k,5-10年,本科,"专业团队,人工智能,国际化平台,福利多"
大数据开发工程师（OLAP方向）,贝壳找房（北京）科技有限公司,2000人以上,2021-01-06 15:22:33,北京,30k-50k,5-10年,本科,领导nice，团队氛围好，公司上升期
（数仓建模）大数据开发工程师,大启科技（上海）有限公司,15-50人,2021-01-06 15:33:53,上海,20k-35k,5-10年,本科,培训学习、待遇好、加班少、交通便利
大数据开发工程师（长沙）,南京华飞数据技术有限公司,150-500人,2021-01-06 15:26:10,长沙,9k-12k,1-3年,本科,年终奖六险一金饭贴车贴绩效奖定期体检
高级大数据开发工程师,北京国双科技有限公司,500-2000人,2021-01-06 14:59:39,北京,15k-25k,3-5年,本科,上市公司背景、五险一金、大平台
大数据开发工程师,深圳趣运科技有限公司,50-150人,2021-01-06 10:29:06,深圳,18k-25k,1-3年,本科,福利丰厚 氛围活跃 领导nice
腾讯新闻大数据开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 14:47:46,北京,25k-50k,1-3年,本科,战略产品
高级大数据开发工程师,北京心更远科技发展有限公司,2000人以上,2021-01-06 15:06:42,北京,20k-35k,5-10年,本科,七险一金；带薪年假
大数据开发工程师,中国平安财产保险股份有限公司,2000人以上,2021-01-06 00:00:09,深圳,20k-40k,5-10年,本科,"专业团队,大平台,薪酬,尊重"
大数据开发工程师 (MJ000190),北京翼鸥教育科技有限公司,150-500人,2021-01-06 15:01:56,北京,25k-45k,3-5年,本科,氛围OPEN 弹性工作 晋升迅速 下午茶
资深大数据开发工程师/架构师,深圳市云积分科技有限公司,150-500人,2021-01-06 14:51:12,杭州,25k-50k,5-10年,本科,周末双休、团队年轻、主题下午茶，股权激励
大数据开发工程师双休国企单位,广州雳德信息科技有限公司,50-150人,2021-01-06 15:13:35,广州,15k-22k,5-10年,本科,双休/五险一金/国企单位/大型项目/加班少
高级大数据开发工程师,好人生管理咨询（上海）有限公司,50-150人,2021-01-06 15:12:15,上海,20k-30k,3-5年,硕士,五险一金，商业保险，年度体检，EAP服务
大数据开发（数据仓库）,新浪网技术（中国）有限公司,2000人以上,2021-01-06 14:32:31,北京,18k-25k,3-5年,本科,五险一金，公司食堂，团队氛围好，成长空间
高级大数据开发工程师,佳都新太科技股份有限公司,2000人以上,2021-01-06 15:06:39,广州,25k-35k,5-10年,本科,上市公司+专业团队+有竞争力的薪酬福利
大数据开发工程师（机器学习方向）,佳都新太科技股份有限公司,2000人以上,2021-01-06 15:06:39,广州,25k-40k,3-5年,本科,上市公司+专业团队+有竞争力的薪酬福利
中级大数据开发,上海艾融软件股份有限公司,500-2000人,2021-01-06 15:03:11,上海,13k-16k,3-5年,本科,职位晋升，岗位津贴
Java开发工程师-BI大数据方向,深圳市酷客智能科技有限公司,150-500人,2021-01-06 14:23:09,深圳,15k-25k,3-5年,本科,公司发展快，节日礼物，年度旅游，团建生日会
大数据开发工程师(JWFT1),广州大蓝网络科技有限公司,150-500人,2021-01-06 14:01:21,广州,15k-20k,1-3年,本科,"下午茶, 六险一金, 晋升空间大"
