职位名称,公司全称,公司人数,发布时间,工作城市,薪资待遇,工作经验,学历要求,职位优势
大数据平台开发工程师,久远谦长（北京）技术服务有限公司,50-150人,2021-01-06 14:42:20,北京,15k-30k,1-3年,本科,福利待遇优厚，发展空间大，团队氛围好
大数据JAVA开发,成都华栖云科技有限公司,500-2000人,2021-01-06 14:28:37,成都,10k-15k,3-5年,本科,"弹性工作,扁平管理,下午茶"
大数据开发工程师（spark）(J10392),北京腾云天下科技有限公司,500-2000人,2021-01-06 14:20:55,北京,20k-30k,3-5年,本科,"大数据,行业领先,领导靠谱,学习氛围"
大数据开发工程师 (MJ000265),成都极米科技股份有限公司,2000人以上,2021-01-06 14:12:19,成都,12k-20k,不限,本科,大平台
大数据开发工程师 (MJ000055),南京蓝鲸人网络科技有限公司,150-500人,2021-01-06 14:31:13,北京,20k-35k,3-5年,本科,六险一金
大数据开发工程师,杭州商情智能有限公司,50-150人,2021-01-06 10:22:22,杭州,10k-18k,3-5年,本科,不定期团建，团队年轻有活力。
大数据开发工程师(J10434),北京腾云天下科技有限公司,500-2000人,2021-01-06 14:20:56,北京,15k-30k,不限,不限,独角兽；大数据；leader nice
大数据开发工程师 （后端）,广州富力地产股份有限公司,2000人以上,2021-01-06 14:06:31,广州,25k-41k,5-10年,本科,世界500强、扁平化管理
大数据开发,北京同程旅业投资集团有限公司,2000人以上,2021-01-06 14:32:45,苏州,10k-15k,3-5年,本科,发展前景好
大数据开发实习生,苏州工业园区凌志软件股份有限公司,2000人以上,2021-01-06 18:18:17,苏州,3k-4k,在校/应届,本科,技术氛围
高级大数据开发工程师,北京北明数科信息技术有限公司,150-500人,2021-01-06 14:01:36,广州,14k-25k,3-5年,本科,六险一金、周末双休、13薪
大数据开发主管,浙江安厨大数据技术有限公司,150-500人,2021-01-06 14:01:24,杭州,15k-30k,5-10年,本科,蓝海行业，不定期团建
资深大数据开发工程师,浙江安厨大数据技术有限公司,150-500人,2021-01-06 14:01:23,杭州,15k-30k,5-10年,大专,蓝海行业，不定期团建
大数据开发工程师｜上海｜实习有房补每月2K,上海瑛太莱信息科技有限公司,500-2000人,2021-01-06 17:45:09,上海,15k-25k,在校/应届,本科,2021校招岗位
大数据交付开发工程师-成都,神策网络科技（北京）有限公司,500-2000人,2021-01-06 13:48:53,成都,8k-13k,1-3年,不限,项目前景好，公司大牛多多多
大数据交付开发工程师-成都,神策网络科技（北京）有限公司,500-2000人,2021-01-06 13:48:52,成都,8k-13k,1-3年,本科,项目前景好，公司大牛多多多
java初级开发工程师（实习校招+大数据方向）,四川黑板报文化传播有限公司,50-150人,2021-01-06 10:39:36,成都,3k-4k,在校/应届,本科,发展前景好
大数据开发工程师,北京字节跳动科技有限公司,2000人以上,2021-01-06 04:03:37,北京,25k-50k,3-5年,本科,"下午茶,健身瑜伽,六险一金,扁平管理"
大数据平台开发工程师,北京奇艺世纪科技有限公司,2000人以上,2021-01-06 13:23:47,上海,25k-50k,5-10年,本科,发展前景
课程开发（AI大数据方向）,微慕客（成都）科技有限公司,50-150人,2021-01-06 13:49:44,成都,15k-25k,3-5年,不限,五险一金 周末双休 微软项目
大数据架构师,北京智齿博创科技有限公司,150-500人,2021-01-06 15:16:52,北京,30k-40k,10年以上,本科,全额五险一金，周末双休
大数据开发,恒生电子股份有限公司,2000人以上,2021-01-06 17:37:53,杭州,18k-30k,5-10年,本科,没有加班文化，氛围好
大数据开发工程师（JAVA）,国农（重庆）生猪大数据产业发展有限公司,15-50人,2021-01-06 17:36:53,重庆,10k-19k,3-5年,本科,国企平台、年轻团队、五险一金、周末双休
（大数据专场）大数据运维开发工程师/专家,北京达佳互联信息技术有限公司,2000人以上,2021-01-06 12:35:56,北京,20k-40k,3-5年,本科,"福利好,成长快"
（大数据专场）Java开发工程师/专家-【数据架构】,北京达佳互联信息技术有限公司,2000人以上,2021-01-06 12:35:56,北京,20k-40k,3-5年,本科,"福利多,成长快"
大数据平台开发工程师,北京高灵智腾信息科技有限公司,50-150人,2021-01-06 12:57:11,北京,20k-25k,3-5年,本科,集团化运作、年终奖金、大牛带队、专家坐镇
大数据开发,山东瑞恒东顺网络科技有限公司,50-150人,2021-01-06 16:46:11,北京,40k-60k,5-10年,本科,大厂
大数据开发实习生,杭州知衣科技有限公司,50-150人,2021-01-06 17:47:20,杭州,2k-3k,在校/应届,本科,大牛团队
java开发工程师（偏大数据方向）,广州九尾信息科技有限公司,150-500人,2021-01-06 16:31:51,广州,13k-20k,3-5年,本科,五险一金，定期团建，节日福利，年终奖金
高级大数据开发工程师,海南高图网络科技有限公司,50-150人,2021-01-06 11:41:36,广州,15k-30k,3-5年,本科,双休 成长快 薪酬福利好
大数据组件开发工程师,网易（杭州）网络有限公司,2000人以上,2021-01-06 11:54:22,广州,15k-25k,3-5年,本科,16薪，平台大，大牛多
大数据平台开发工程师,来未来科技（浙江）有限公司,150-500人,2021-01-06 11:12:20,杭州,15k-30k,3-5年,本科,聚一群有情义的人做成有意义的事。
高级大数据开发工程师,北京长亭未来科技有限公司,150-500人,2021-01-06 12:03:41,北京,20k-40k,3-5年,本科,技术大牛多 阿里云全资子公司
大数据组件高级开发,OPPO广东移动通信有限公司,2000人以上,2021-01-06 11:11:31,深圳,20k-40k,5-10年,本科,"弹性工作,股票期权,奖金丰厚,福利待遇好"
资深大数据开发工程师,上海维信荟智金融科技有限公司,2000人以上,2021-01-06 11:23:44,上海,25k-35k,3-5年,本科,团队氛围佳 发展空间大
大数据开发工程师（应届）（EPM1kt）J12154,北京东方国信科技股份有限公司,2000人以上,2021-01-06 15:30:28,北京,3k-5k,在校/应届,本科,13薪、年终奖、带薪年假、定期体检
高级大数据开发工程师,飞书深诺数字科技（上海）有限公司,500-2000人,2021-01-06 11:24:42,上海,20k-30k,3-5年,本科,互联网广告
PCG-创新项目大数据开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 14:47:45,深圳,30k-60k,不限,本科,腾讯福利 期权股票 节假日 应有尽有
大数据开发工程师(J12092),秒针信息技术有限公司,2000人以上,2021-01-06 11:15:29,上海,15k-30k,3-5年,本科,重点项目
大数据研发工程师,贝壳找房（北京）科技有限公司,2000人以上,2021-01-06 19:46:42,北京,25k-40k,3-5年,本科,发展空间大、福利好、免费三餐
大数据JAVA开发工程师,民生易贷（珠海）互联网金融信息服务有限公司,150-500人,2021-01-06 10:45:49,武汉,10k-15k,1-3年,不限,"双休,定期体检,节日福利,六险一金"
开发工程师（大数据-数仓）,上海二三四五网络科技有限公司,500-2000人,2021-01-06 10:42:27,上海,20k-30k,3-5年,本科,上市公司，六险一金，平台好发展空间大
大数据平台开发工程师 (MJ003227),广州华多网络科技有限公司,2000人以上,2021-01-06 10:49:53,广州,20k-40k,5-10年,不限,健身房；餐补；免费咖啡
JAVA开发（数据大数据算法方向）,上海英方软件股份有限公司,150-500人,2021-01-06 10:25:48,上海,24k-48k,5-10年,本科,期权，IT周末双休，自有专利，发展迅速
JAVA开发（数据算法大数据方向）,上海英方软件股份有限公司,150-500人,2021-01-06 10:25:48,北京,24k-48k,5-10年,本科,期权奖励，IT周末双休，自有研发专利发展迅速
中级大数据开发工程师,成都民航西南凯亚有限责任公司,150-500人,2021-01-06 10:59:12,成都,8k-10k,3-5年,本科,国企直签
大数据平台高级开发工程师 (MJ003488),广州华多网络科技有限公司,2000人以上,2021-01-06 10:49:50,广州,30k-50k,5-10年,本科,健身房；餐补；免费咖啡
大数据开发工程师-测量测绘方向,建信金融科技有限责任公司,2000人以上,2021-01-06 11:24:26,北京,20k-40k,5-10年,本科,六险二金
高级大数据开发工程师,北京友友天宇系统技术有限公司,150-500人,2021-01-06 10:42:17,北京,15k-30k,5-10年,本科,补贴，晋级，13薪
中高级大数据开发工程师,北京友友天宇系统技术有限公司,150-500人,2021-01-06 10:42:18,北京,13k-25k,3-5年,本科,补贴，晋级，13薪
大数据研发工程师,深圳市爱租机科技有限公司,150-500人,2021-01-06 19:25:11,深圳,15k-25k,3-5年,本科,五险一金、年度体检、员工团建、调薪激励
大数据开发（实时方向）,北京欧应信息技术有限公司,150-500人,2021-01-06 10:21:13,北京,20k-40k,3-5年,本科,全额五险一金 年终奖
大数据开发工程师（校招）,在线途游（北京）科技有限公司,150-500人,2021-01-06 15:07:00,北京,10k-20k,在校/应届,不限,五险一金，年底双薪，餐补下午茶 近地铁站
大数据开发工程师（2021校招）,上海莉莉丝科技股份有限公司,500-2000人,2021-01-06 14:45:17,上海,14k-20k,在校/应届,本科,超多大牛、发展前景好、薪资待遇佳
安全大数据开发专家/架构师,北京三快在线科技有限公司,2000人以上,2021-01-06 11:01:40,北京,40k-60k,不限,不限,发展空间大
大数据平台开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 09:53:51,深圳,20k-40k,不限,本科,海量数据处理经验
【2021校招】Java开发工程师（大数据方向）,北京陌陌科技有限公司,500-2000人,2021-01-06 14:37:51,北京,18k-22k,在校/应届,本科,团队氛围好；上升空间大；福利多
大数据应用开发工程师,天津店主助手科技有限公司北京分公司,150-500人,2021-01-06 10:18:35,北京,18k-28k,3-5年,大专,领导好项目好，有创业精神的能获得回报。
大数据平台开发工程师,鸿泰鼎石资产管理有限责任公司,500-2000人,2021-01-06 10:54:50,北京,16k-24k,3-5年,本科,平台稳定、免费食堂、团队氛围佳
大数据开发,成都昕月互动科技有限公司,150-500人,2021-01-06 10:49:17,成都,12k-20k,1-3年,本科,"五险一金,周末双休,年底奖金,氛围轻松"
大数据开发,广东联通通信建设有限公司,150-500人,2021-01-06 09:54:51,广州,8k-12k,3-5年,本科,五险一金 通讯补贴 绩效奖金 年终奖金
无人车-大数据开发工程师,北京三快在线科技有限公司,2000人以上,2021-01-06 20:00:00,北京,20k-40k,不限,不限,大牛多，成长快，产品前景好
Java大数据开发工程师,深圳市懒人在线科技有限公司,150-500人,2021-01-06 09:46:21,深圳,14k-20k,3-5年,大专,"5天7小时,工作氛围好,成长空间大"
大数据开发（技术产品部）(J11589),朗新科技集团股份有限公司,2000人以上,2021-01-06 09:39:45,杭州,13k-25k,3-5年,不限,五险一金/补充商业保险/双休
大数据开发工程师（资产托管）,国泰君安证券股份有限公司,2000人以上,2021-01-06 10:33:15,上海,20k-25k,3-5年,本科,国内领先地位的知名券商公司
大数据开发,上海海万信息科技股份有限公司,500-2000人,2021-01-06 09:41:15,上海,12k-20k,3-5年,不限,"五险一金,过节福利,生日礼金,旅游、体检"
软件开发工程师（大数据方向）,上海农村商业银行股份有限公司,500-2000人,2021-01-06 10:31:54,上海,20k-30k,3-5年,本科,发展前景好，福利待遇好
高级大数据开发工程师,北京值得买科技股份有限公司,500-2000人,2021-01-06 09:37:09,北京,30k-40k,5-10年,本科,大数据 扁平化 电商导流
大数据开发leader,北京金堤科技有限公司,500-2000人,2021-01-06 09:20:15,北京,30k-50k,5-10年,本科,发展前景大
大数据ETL开发 (MJ000046),深圳市赢时胜信息技术股份有限公司,500-2000人,2021-01-06 09:26:17,北京,15k-25k,3-5年,不限,核心项目、数据中台
Java开发工程师（大数据方向）,北京高思博乐教育科技股份有限公司,2000人以上,2021-01-06 10:21:22,北京,20k-35k,3-5年,本科,六险一金，弹性工作，周末双休，绩效奖金
大数据研发工程师,北京牛电科技有限责任公司,500-2000人,2021-01-06 18:19:01,北京,20k-30k,5-10年,本科,上市公司 五险一金 技术氛围
大数据开发工程师(中高级/六险一金),上海金大师网络科技有限公司,500-2000人,2021-01-06 09:27:13,上海,15k-30k,3-5年,本科,六险一金 周末双休 带薪年假 节假日补贴
资深大数据开发/架构师,杭州艾耕科技有限公司,150-500人,2021-01-06 09:51:19,杭州,25k-50k,3-5年,本科,AI技术大牛+工程师文化+扁平化管理
大数据平台高级开发工程师 (MJ003488),广州华多网络科技有限公司,2000人以上,2021-01-06 10:49:31,杭州,30k-50k,5-10年,本科,健身房；餐补；免费咖啡
29569-大数据应用开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 09:53:50,深圳,20k-40k,3-5年,本科,腾讯
腾讯音乐大数据开发工程师（深圳）,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 09:36:58,深圳,20k-30k,3-5年,本科,大平台
大数据架构师,上海道客网络科技有限公司,150-500人,2021-01-06 18:37:20,上海,35k-45k,10年以上,本科,五险一金、补充医疗险、年终奖金
大数据平台开发工程师,因诺（上海）资产管理有限公司,15-50人,2021-01-06 10:08:14,北京,30k-45k,3-5年,本科,"扁平管理,牛人团队,超高绩效奖金,六险一金"
大数据工程师|大数据开发工程师(J20716),携程计算机技术（上海）有限公司,2000人以上,2021-01-06 10:13:21,上海,12k-20k,1-3年,不限,薪资福利好，团队氛围佳，发展前景好
大数据架构师,钛马信息网络技术有限公司,150-500人,2021-01-06 18:24:47,上海,15k-30k,5-10年,本科,大数据
大数据开发工程师(J10652),中和农信项目管理有限公司,2000人以上,2021-01-06 09:20:49,长沙,12k-16k,3-5年,本科,技术大牛 团队氛围好 绩效奖金
大数据架构师,新疆维吾尔自治区广播电视研究所,150-500人,2021-01-06 18:18:39,成都,20k-30k,5-10年,本科,五险一金 周末双休 地铁周边 扁平化管理
资深大数据开发工程师,北京国双科技有限公司,500-2000人,2021-01-06 09:39:45,北京,22k-36k,5-10年,本科,六险一金，绩效奖金，发展前景好
千寻位置-资深大数据开发工程师,千寻位置网络有限公司,500-2000人,2021-01-06 09:19:30,上海,15k-30k,5-10年,本科,餐补 补充商保 补充公积金 不打卡
高级大数据开发工程师,广州赞赏信息科技有限公司,150-500人,2021-01-06 09:11:57,广州,15k-25k,3-5年,本科,五险一金 午餐晚餐 年终奖 薪资福利优
高级大数据开发工程师,浙江诺诺网络科技有限公司,500-2000人,2021-01-06 08:40:16,杭州,15k-22k,3-5年,本科,大平台 强背景 行业领头羊 技术提升
大数据开发,阳光保险集团股份有限公司,2000人以上,2021-01-06 13:34:57,北京,18k-35k,5-10年,本科,大平台、人性化、正常上下班
大数据开发工程师,智运通（北京）科技有限责任公司,15-50人,2021-01-05 20:16:07,北京,18k-25k,3-5年,本科,工作氛围好
高级大数据开发工程师,上海贝耳塔信息技术有限公司,150-500人,2021-01-06 09:31:14,上海,30k-45k,3-5年,本科,"股票期权,丰厚年终奖,成长空间大,前沿科技"
大数据平台开发工程师,上海美甄企业管理咨询有限公司,15-50人,2021-01-06 09:53:17,上海,50k-60k,不限,不限,知名奢侈品集团
大数据开发工程师,北京小米科技有限责任公司,2000人以上,2021-01-05 19:51:14,北京,25k-40k,5-10年,本科,发展空间、年终奖金、技术氛围浓厚
大数据架构师,广州探迹科技有限公司,500-2000人,2021-01-06 17:25:09,广州,30k-40k,5-10年,本科,大数据AI 五险一金 期权激励 扁平管理
大数据开发高级工程师,北京车和家信息技术有限责任公司,2000人以上,2021-01-06 09:03:26,北京,25k-50k,5-10年,本科,"公司有前景,平台大,领导好,六险一金"
大数据开发工程师（小组leader）,深圳平安综合金融服务有限公司,2000人以上,2021-01-06 09:15:05,上海,25k-50k,5-10年,本科,福利待遇优厚，发展前景广阔
大数据开发工程师（数据开发方向）,深圳平安综合金融服务有限公司,2000人以上,2021-01-06 09:15:05,深圳,25k-50k,3-5年,本科,福利待遇优厚，发展前景广阔
大数据开发工程师（广州）,广州滴普科技有限公司,500-2000人,2021-01-06 08:39:42,广州,18k-30k,3-5年,本科,多次调薪 年终奖
大数据平台开发工程师,税友软件集团股份有限公司,2000人以上,2021-01-06 08:55:55,杭州,15k-30k,3-5年,本科,数据平台
大数据架构师,外文在线（广州）数字信息技术有限责任公司,50-150人,2021-01-06 17:24:47,广州,25k-40k,5-10年,本科,有食宿 有晋升 有奖金 有福利 有假期 有活动
大数据开发工程师,北京字节跳动科技有限公司,2000人以上,2021-01-06 03:41:46,北京,25k-45k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴
大数据架构师,广发银行股份有限公司信用卡中心,2000人以上,2021-01-06 16:47:53,广州,20k-35k,5-10年,本科,双休、福利完善、正式卡中心行员编制
大数据研发工程师,创而新（北京）教育科技有限公司,150-500人,2021-01-06 17:00:27,北京,10k-20k,1-3年,本科,五险一金 餐补 交通补助 年假
大数据开发工程师,北京字节跳动科技有限公司,2000人以上,2021-01-06 03:42:00,北京,30k-60k,3-5年,本科,六险一金，弹性工作，免费三餐
大数据架构师,阿里巴巴（中国）网络技术有限公司,2000人以上,2021-01-06 20:53:31,杭州,30k-60k,5-10年,本科,发展空间大、股票多多
大数据架构师,TCL实业控股股份有限公司,2000人以上,2021-01-06 17:10:55,上海,30k-60k,3-5年,本科,空间大
大数据架构师,上海微盟企业发展有限公司,2000人以上,2021-01-06 17:00:00,上海,38k-60k,5-10年,本科,上市公司
大数据开发工程师,南京青麦供应链有限公司,50-150人,2021-01-05 18:42:37,南京,12k-18k,1-3年,本科,五险一金 弹性上班 股票期权
大数据研发工程师,深圳市顺丰同城物流有限公司,2000人以上,2021-01-06 16:31:43,北京,15k-30k,1-3年,本科,弹性工作时间。环境福利待遇好。团队领导好
大数据工程师,深圳市客路网络科技有限公司,500-2000人,2021-01-06 08:20:34,深圳,25k-30k,3-5年,本科,D+轮独角兽企业
大数据运维工程师,深圳市客路网络科技有限公司,500-2000人,2021-01-06 08:20:33,深圳,25k-30k,3-5年,本科,D+轮融资
大数据开发工程师,上海贝海网络科技有限公司,500-2000人,2021-01-05 17:54:22,上海,15k-30k,5-10年,本科,外企、福利待遇好
大数据开发工程师,联通（广东）产业互联网有限公司,500-2000人,2021-01-05 17:35:48,广州,12k-24k,3-5年,本科,发展
大数据产品经理,北京拉勾网络技术有限公司,500-2000人,2021-01-05 09:37:45,北京,15k-30k,3-5年,本科,"发展空间大,弹性工作制,领导Nice"
大数据研发工程师,泰康资产管理有限责任公司,500-2000人,2021-01-06 16:28:37,北京,35k-55k,3-5年,本科,大平台、发展空间大、管理规范、福利待遇佳
大数据架构师,中邮信息科技（北京）有限公司,500-2000人,2021-01-06 16:19:56,北京,50k-60k,5-10年,本科,六险二金 食堂 工会福利 平台稳定 旅游
大数据开发工程师,北京小米科技有限责任公司,2000人以上,2021-01-05 18:49:51,北京,25k-50k,1-3年,本科,"大牛云集,各种福利"
大数据讲师,北京拉勾网络技术有限公司,500-2000人,2020-12-31 14:55:06,北京,25k-40k,5-10年,本科,领导Nice 稳定职业
大数据研发工程师,深圳市北斗智能科技有限公司,150-500人,2021-01-06 16:05:29,深圳,15k-25k,1-3年,本科,年轻团队有活力、福利多多
大数据架构师,北京易观智库网络科技有限公司,150-500人,2021-01-06 15:35:19,北京,50k-80k,10年以上,本科,互联网大数据领先品牌 六险一金 弹性工作
大数据架构师,北京北明数科信息技术有限公司,150-500人,2021-01-06 15:59:59,广州,15k-25k,3-5年,本科,五险一金，班车接送，周末双休
大数据研发工程师,北京易观智库网络科技有限公司,150-500人,2021-01-06 15:35:18,北京,25k-40k,3-5年,本科,六险一金 弹性工作 快速成长
大数据开发工程师,北京当当网信息技术有限公司,2000人以上,2021-01-05 18:10:44,北京,23k-45k,5-10年,本科,知名电商 成长空间大 弹性制 福利丰厚
中级大数据开发工程师,广东方纬科技有限公司,50-150人,2021-01-06 10:34:30,上海,12k-18k,3-5年,本科,专业团队 五险一金 年终奖金 带薪年假 双休
金融业务数据开发工程师,深圳虾皮信息科技有限公司,500-2000人,2021-01-05 17:00:54,深圳,30k-50k,3-5年,本科,"东南亚电商,大牛多,假期多,团队氛围好"
大数据架构师,深圳市云房网络科技有限公司,500-2000人,2021-01-06 15:51:02,深圳,25k-50k,5-10年,本科,周末双休、年度旅游、福利奖金
高级Java开发工程师（大数据方向）,西安亚购信息科技有限公司,50-150人,2021-01-06 10:50:37,西安,12k-18k,5-10年,本科,"五险一金,十三薪,年终奖,餐补"
大数据开发工程师,上海阅文信息技术有限公司,500-2000人,2021-01-05 15:20:44,上海,20k-40k,不限,本科,"Top团队,福利好,环境佳,发展快"
大数据架构师,北京诸葛云游科技有限公司,50-150人,2021-01-06 15:38:28,北京,20k-40k,3-5年,本科,五险一金 带薪年假 定期团建
大数据开发工程师,深圳市斯凯荣科技有限公司,150-500人,2021-01-05 17:30:46,深圳,15k-20k,3-5年,本科,发展前景
大数据开发工程师,上海阅文信息技术有限公司,500-2000人,2021-01-05 15:20:46,上海,20k-40k,3-5年,本科,优秀团队，定期团建，带薪年假
大数据开发工程师,算话智能科技有限公司,50-150人,2021-01-05 17:03:40,上海,10k-20k,1-3年,本科,优秀团队、股票期权、绩效奖金、福利补贴
大数据开发工程师,算话智能科技有限公司,50-150人,2021-01-05 17:03:40,上海,15k-30k,3-5年,大专,优秀团队、股权激励、福利津贴
JAVA开发工程师（大数据）,杭州海康威视数字技术股份有限公司,2000人以上,2021-01-06 11:02:40,武汉,15k-30k,3-5年,本科,大平台 六险一金 晋升通路 带薪年假
大数据开发助理,郑州磐星网络科技有限公司,50-150人,2021-01-06 10:07:31,郑州,3k-5k,在校/应届,本科,五险一金，双休，住宿
大数据开发工程师(J11780),朗新科技集团股份有限公司,2000人以上,2021-01-06 09:39:49,无锡,8k-12k,在校/应届,本科,六险一金 周末双休 不打卡 年度体检
大数据架构师,用友网络科技股份有限公司,2000人以上,2021-01-06 15:14:36,北京,40k-60k,5-10年,本科,五险一金、弹性工作、定期体检、交通补助
大数据开发工程师/双休/8k+,青岛大红薯信息技术有限公司,150-500人,2021-01-06 09:36:28,青岛,8k-10k,不限,不限,周末双休，法定假日正常休息，大数据开发
大数据架构师,绿漫科技有限公司,50-150人,2021-01-06 14:53:02,杭州,20k-30k,5-10年,本科,发展空间大、五险一金、旅游团建、
大数据开发工程师,創源国際株式会社,15-50人,2021-01-05 16:07:55,海外,22k-44k,5-10年,本科,赴日就职，环境优越，福利优厚
【校招】大数据开发工程师,北京金堤科技有限公司,500-2000人,2021-01-06 09:20:13,北京,15k-25k,在校/应届,不限,发展前景大
大数据架构师,浙江华坤道威数据科技有限公司,150-500人,2021-01-06 14:26:31,杭州,20k-40k,5-10年,本科,五险一金；年终奖
大数据架构师,特赞（上海）信息科技有限公司,150-500人,2021-01-06 14:46:24,上海,35k-45k,5-10年,本科,宽松的发展平台 精英团队 不打卡 互联网
大数据架构师,用友网络科技股份有限公司,2000人以上,2021-01-06 14:28:47,北京,30k-50k,5-10年,本科,稳定大平台，业务营收好，福利完善，股票
大数据研发工程师,北京必示科技有限公司,150-500人,2021-01-06 14:06:45,北京,25k-50k,5-10年,本科,AI
大数据研发工程师,深圳大地云坞科技有限公司,150-500人,2021-01-06 14:38:17,北京,15k-25k,3-5年,本科,福利待遇好 发展前景大
大数据开发工程师,杭州有赞科技有限公司,2000人以上,2021-01-05 14:00:37,杭州,20k-40k,3-5年,不限,发展空间大
02410N-大数据测试工程师（初级\资深）,中国平安人寿保险股份有限公司,2000人以上,2021-01-06 21:21:38,深圳,15k-30k,3-5年,本科,"五险一金,带薪年假,节日福利,定期体检"
